count,datasourceId,variable,field,runId
13871652,all,evidenceTotalCount,,21.06.5-pre
9920951,europepmc,evidenceCountByDatasource,,21.06.5-pre
1846,crispr,evidenceCountByDatasource,,21.06.5-pre
35282,uniprot_variants,evidenceCountByDatasource,,21.06.5-pre
19793,genomics_england,evidenceCountByDatasource,,21.06.5-pre
595279,chembl,evidenceCountByDatasource,,21.06.5-pre
74632,slapenrich,evidenceCountByDatasource,,21.06.5-pre
239961,expression_atlas,evidenceCountByDatasource,,21.06.5-pre
3333,intogen,evidenceCountByDatasource,,21.06.5-pre
10033,reactome,evidenceCountByDatasource,,21.06.5-pre
6221,orphanet,evidenceCountByDatasource,,21.06.5-pre
411,sysbio,evidenceCountByDatasource,,21.06.5-pre
1171176,phenodigm,evidenceCountByDatasource,,21.06.5-pre
189971,phewas_catalog,evidenceCountByDatasource,,21.06.5-pre
63488,cancer_gene_census,evidenceCountByDatasource,,21.06.5-pre
406,progeny,evidenceCountByDatasource,,21.06.5-pre
1328,clingen,evidenceCountByDatasource,,21.06.5-pre
879798,eva,evidenceCountByDatasource,,21.06.5-pre
3804,gene2phenotype,evidenceCountByDatasource,,21.06.5-pre
5429,uniprot_literature,evidenceCountByDatasource,,21.06.5-pre
13477,eva_somatic,evidenceCountByDatasource,,21.06.5-pre
635033,ot_genetics_portal,evidenceCountByDatasource,,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,alleleOrigins,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,allelicRequirements,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,beta,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelId,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biosamplesFromSource,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalPhase,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalSignificances,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalStatus,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,cohortDescription,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,cohortId,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,cohortShortName,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,confidence,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,contrast,21.06.5-pre
9920951,europepmc,evidenceFieldNotNullCountByDatasource,datatypeId,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSource,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,21.06.5-pre
9920951,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,drugId,21.06.5-pre
9920951,europepmc,evidenceFieldNotNullCountByDatasource,literature,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatio,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalLower,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalUpper,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,pValueExponent,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,pValueMantissa,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,pathways_id,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,pathways_name,21.06.5-pre
4709741,europepmc,evidenceFieldNotNullCountByDatasource,pmcIds,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,projectId,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,publicationYear,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,reactionId,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,reactionName,21.06.5-pre
9920951,europepmc,evidenceFieldNotNullCountByDatasource,resourceScore,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,significantDriverMethods,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,studyCases,21.06.5-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,studyId,21.06.5-pre
