variable,field,value,count,datasourceId,runId
evidenceTotalCount,,,20551396.0,all,21.04.1
evidenceCountByDatasource,,,17466667.0,europepmc,21.04.1
evidenceCountByDatasource,,,1846.0,crispr,21.04.1
evidenceCountByDatasource,,,33450.0,uniprot_variants,21.04.1
evidenceCountByDatasource,,,8083.0,genomics_england,21.04.1
evidenceCountByDatasource,,,521818.0,chembl,21.04.1
evidenceCountByDatasource,,,78048.0,slapenrich,21.04.1
evidenceCountByDatasource,,,226081.0,expression_atlas,21.04.1
evidenceCountByDatasource,,,3283.0,intogen,21.04.1
evidenceCountByDatasource,,,9675.0,reactome,21.04.1
evidenceCountByDatasource,,,423.0,sysbio,21.04.1
evidenceCountByDatasource,,,711914.0,phenodigm,21.04.1
evidenceCountByDatasource,,,182800.0,phewas_catalog,21.04.1
evidenceCountByDatasource,,,61666.0,cancer_gene_census,21.04.1
evidenceCountByDatasource,,,420.0,progeny,21.04.1
evidenceCountByDatasource,,,1267.0,clingen,21.04.1
evidenceCountByDatasource,,,836554.0,eva,21.04.1
evidenceCountByDatasource,,,2548.0,gene2phenotype,21.04.1
evidenceCountByDatasource,,,5308.0,uniprot_literature,21.04.1
evidenceCountByDatasource,,,11187.0,eva_somatic,21.04.1
evidenceCountByDatasource,,,388358.0,ot_genetics_portal,21.04.1
evidenceFieldNotNullCountByDatasource,targetId,,17466667.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,alleleOrigins,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,allelicRequirements,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,beta,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,biologicalModelId,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,biosamplesFromSource,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,clinicalPhase,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,clinicalSignificances,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,clinicalStatus,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,cohortDescription,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,cohortId,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,cohortPhenotypes,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,cohortShortName,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,confidence,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,contrast,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,datatypeId,,17466667.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,diseaseCellLines,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,diseaseFromSource,,17466667.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,,17466667.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,drugId,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,literature,,17466667.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,oddsRatio,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalLower,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalUpper,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,pValueExponent,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,pValueMantissa,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,pathways_id,,0.0,europepmc,21.04.1
evidenceFieldNotNullCountByDatasource,pathways_name,,0.0,europepmc,21.04.1
