value,datasourceId,variable,field,runId
10880832.0,all,evidenceTotalCount,,22.02.4
6681037.0,europepmc,evidenceCountByDatasource,,22.02.4
1828.0,crispr,evidenceCountByDatasource,,22.02.4
33906.0,uniprot_variants,evidenceCountByDatasource,,22.02.4
25109.0,genomics_england,evidenceCountByDatasource,,22.02.4
560562.0,chembl,evidenceCountByDatasource,,22.02.4
72370.0,slapenrich,evidenceCountByDatasource,,22.02.4
231165.0,expression_atlas,evidenceCountByDatasource,,22.02.4
3299.0,intogen,evidenceCountByDatasource,,22.02.4
9943.0,reactome,evidenceCountByDatasource,,22.02.4
5999.0,orphanet,evidenceCountByDatasource,,22.02.4
389.0,sysbio,evidenceCountByDatasource,,22.02.4
1180496.0,phenodigm,evidenceCountByDatasource,,22.02.4
1299.0,cancer_biomarkers,evidenceCountByDatasource,,22.02.4
171390.0,phewas_catalog,evidenceCountByDatasource,,22.02.4
74159.0,cancer_gene_census,evidenceCountByDatasource,,22.02.4
378.0,progeny,evidenceCountByDatasource,,22.02.4
1574.0,clingen,evidenceCountByDatasource,,22.02.4
1112480.0,eva,evidenceCountByDatasource,,22.02.4
3159.0,gene2phenotype,evidenceCountByDatasource,,22.02.4
5160.0,uniprot_literature,evidenceCountByDatasource,,22.02.4
11547.0,eva_somatic,evidenceCountByDatasource,,22.02.4
693583.0,ot_genetics_portal,evidenceCountByDatasource,,22.02.4
6681037.0,europepmc,evidenceFieldNotNullCountByDatasource,targetId,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,alleleOrigins,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,allelicRequirements,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,beta,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelId,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkerName,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_geneExpression_id,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_geneExpression_name,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_variant_functionalConsequenceId,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_variant_id,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_variant_name,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biosamplesFromSource,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalPhase,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalSignificances,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalStatus,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,cohortDescription,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,cohortId,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,cohortShortName,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,confidence,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,contrast,22.02.4
6681037.0,europepmc,evidenceFieldNotNullCountByDatasource,datatypeId,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines_id,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines_name,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines_tissue,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines_tissueId,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSource,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,22.02.4
6681037.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,drugFromSource,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,drugId,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,drugResponse,22.02.4
6681037.0,europepmc,evidenceFieldNotNullCountByDatasource,literature,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatio,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalLower,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalUpper,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,pValueExponent,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,pValueMantissa,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,pathways_id,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,pathways_name,22.02.4
4249528.0,europepmc,evidenceFieldNotNullCountByDatasource,pmcIds,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,projectId,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,publicationYear,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,reactionId,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,reactionName,22.02.4
6681037.0,europepmc,evidenceFieldNotNullCountByDatasource,resourceScore,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,significantDriverMethods,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,studyCases,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,studyId,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,studyOverview,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,studySampleSize,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,studyStartDate,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,studyStopReason,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,studyStopReasonCategories,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,targetFromSource,22.02.4
6681037.0,europepmc,evidenceFieldNotNullCountByDatasource,targetFromSourceId,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,targetInModel,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,targetInModelEnsemblId,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,targetInModelMgiId,22.02.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,targetModulation,22.02.4
6681037.0,europepmc,evidenceFieldNotNullCountByDatasource,textMiningSentences_dEnd,22.02.4
