variable,field,value,count,datasourceId,runId
evidenceTotalCount,,,13896268.0,all,21.06.2
evidenceCountByDatasource,,,10547478.0,europepmc,21.06.2
evidenceCountByDatasource,,,1846.0,crispr,21.06.2
evidenceCountByDatasource,,,34001.0,uniprot_variants,21.06.2
evidenceCountByDatasource,,,16905.0,genomics_england,21.06.2
evidenceCountByDatasource,,,529149.0,chembl,21.06.2
evidenceCountByDatasource,,,72369.0,slapenrich,21.06.2
evidenceCountByDatasource,,,225933.0,expression_atlas,21.06.2
evidenceCountByDatasource,,,3141.0,intogen,21.06.2
evidenceCountByDatasource,,,9718.0,reactome,21.06.2
evidenceCountByDatasource,,,5736.0,orphanet,21.06.2
evidenceCountByDatasource,,,389.0,sysbio,21.06.2
evidenceCountByDatasource,,,718250.0,phenodigm,21.06.2
evidenceCountByDatasource,,,183064.0,phewas_catalog,21.06.2
evidenceCountByDatasource,,,63311.0,cancer_gene_census,21.06.2
evidenceCountByDatasource,,,378.0,progeny,21.06.2
evidenceCountByDatasource,,,1309.0,clingen,21.06.2
evidenceCountByDatasource,,,855569.0,eva,21.06.2
evidenceCountByDatasource,,,2506.0,gene2phenotype,21.06.2
evidenceCountByDatasource,,,5322.0,uniprot_literature,21.06.2
evidenceCountByDatasource,,,11589.0,eva_somatic,21.06.2
evidenceCountByDatasource,,,608305.0,ot_genetics_portal,21.06.2
evidenceFieldNotNullCountByDatasource,targetId,,10547478.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,alleleOrigins,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,allelicRequirements,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,beta,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,biologicalModelId,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,biosamplesFromSource,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,clinicalPhase,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,clinicalSignificances,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,clinicalStatus,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,cohortDescription,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,cohortId,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,cohortPhenotypes,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,cohortShortName,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,confidence,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,contrast,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,datatypeId,,10547478.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,diseaseCellLines,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,diseaseFromSource,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,,10547478.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,drugId,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,literature,,10547478.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,oddsRatio,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalLower,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalUpper,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,pValueExponent,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,pValueMantissa,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,pathways_id,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,pathways_name,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,pmcIds,,5579999.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,projectId,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,publicationYear,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,reactionId,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,reactionName,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,resourceScore,,10547478.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,significantDriverMethods,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,studyCases,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,studyId,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,studyOverview,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,studySampleSize,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,studyStartDate,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,studyStopReason,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,targetFromSource,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,targetFromSourceId,,10547478.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,targetInModel,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,targetInModelId,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,targetModulation,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_dEnd,,10547478.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_dStart,,10547478.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_section,,10547478.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_tEnd,,10547478.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_tStart,,10547478.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_text,,10547478.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,urls_niceName,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,urls_url,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,variantId,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,variantRsId,,0.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,diseaseId,,10547478.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,id,,10547478.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,score,,10547478.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,sourceId,,10547478.0,europepmc,21.06.2
evidenceFieldNotNullCountByDatasource,targetId,,1846.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,alleleOrigins,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,allelicRequirements,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,beta,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,biologicalModelId,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,biosamplesFromSource,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,clinicalPhase,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,clinicalSignificances,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,clinicalStatus,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,cohortDescription,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,cohortId,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,cohortPhenotypes,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,cohortShortName,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,confidence,,0.0,crispr,21.06.2
evidenceFieldNotNullCountByDatasource,contrast,,0.0,crispr,21.06.2
