value,datasourceId,variable,field,runId
14183221,all,evidenceTotalCount,,22.04.1-pre
9746463,europepmc,evidenceCountByDatasource,,22.04.1-pre
1846,crispr,evidenceCountByDatasource,,22.04.1-pre
40945,uniprot_variants,evidenceCountByDatasource,,22.04.1-pre
50049,genomics_england,evidenceCountByDatasource,,22.04.1-pre
25540,gene_burden,evidenceCountByDatasource,,22.04.1-pre
632297,chembl,evidenceCountByDatasource,,22.04.1-pre
74583,slapenrich,evidenceCountByDatasource,,22.04.1-pre
232348,expression_atlas,evidenceCountByDatasource,,22.04.1-pre
3333,intogen,evidenceCountByDatasource,,22.04.1-pre
10673,reactome,evidenceCountByDatasource,,22.04.1-pre
6388,orphanet,evidenceCountByDatasource,,22.04.1-pre
411,sysbio,evidenceCountByDatasource,,22.04.1-pre
1347,cancer_biomarkers,evidenceCountByDatasource,,22.04.1-pre
82074,cancer_gene_census,evidenceCountByDatasource,,22.04.1-pre
406,progeny,evidenceCountByDatasource,,22.04.1-pre
1674,clingen,evidenceCountByDatasource,,22.04.1-pre
1172590,eva,evidenceCountByDatasource,,22.04.1-pre
4427,gene2phenotype,evidenceCountByDatasource,,22.04.1-pre
6526,uniprot_literature,evidenceCountByDatasource,,22.04.1-pre
13557,eva_somatic,evidenceCountByDatasource,,22.04.1-pre
725181,ot_genetics_portal,evidenceCountByDatasource,,22.04.1-pre
1350563,impc,evidenceCountByDatasource,,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,alleleOrigins,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,allelicRequirements,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,ancestry,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,ancestryId,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,beta,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelId,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkerName,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_geneExpression_id,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_geneExpression_name,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_variant_functionalConsequenceId,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_variant_id,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_variant_name,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biosamplesFromSource,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalPhase,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalSignificances,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalStatus,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,cohortDescription,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,cohortId,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,cohortShortName,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,confidence,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,contrast,22.04.1-pre
9746463,europepmc,evidenceFieldNotNullCountByDatasource,datatypeId,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines_id,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines_name,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines_tissue,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines_tissueId,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSource,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,22.04.1-pre
9746463,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,drugFromSource,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,drugId,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,drugResponse,22.04.1-pre
9746463,europepmc,evidenceFieldNotNullCountByDatasource,literature,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatio,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalLower,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalUpper,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,pValueExponent,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,pValueMantissa,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,pathways_id,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,pathways_name,22.04.1-pre
7644783,europepmc,evidenceFieldNotNullCountByDatasource,pmcIds,22.04.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,projectId,22.04.1-pre
