count,datasourceId,variable,field,runId
13648521,all,evidenceTotalCount,,21.04.4-post
10551086,europepmc,evidenceCountByDatasource,,21.04.4-post
1846,crispr,evidenceCountByDatasource,,21.04.4-post
33465,uniprot_variants,evidenceCountByDatasource,,21.04.4-post
20687,genomics_england,evidenceCountByDatasource,,21.04.4-post
521846,chembl,evidenceCountByDatasource,,21.04.4-post
78057,slapenrich,evidenceCountByDatasource,,21.04.4-post
225976,expression_atlas,evidenceCountByDatasource,,21.04.4-post
3292,intogen,evidenceCountByDatasource,,21.04.4-post
9718,reactome,evidenceCountByDatasource,,21.04.4-post
423,sysbio,evidenceCountByDatasource,,21.04.4-post
711386,phenodigm,evidenceCountByDatasource,,21.04.4-post
182800,phewas_catalog,evidenceCountByDatasource,,21.04.4-post
61666,cancer_gene_census,evidenceCountByDatasource,,21.04.4-post
420,progeny,evidenceCountByDatasource,,21.04.4-post
1293,clingen,evidenceCountByDatasource,,21.04.4-post
837193,eva,evidenceCountByDatasource,,21.04.4-post
2550,gene2phenotype,evidenceCountByDatasource,,21.04.4-post
5306,uniprot_literature,evidenceCountByDatasource,,21.04.4-post
11187,eva_somatic,evidenceCountByDatasource,,21.04.4-post
388324,ot_genetics_portal,evidenceCountByDatasource,,21.04.4-post
10551086,europepmc,evidenceFieldNotNullCountByDatasource,targetId,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,alleleOrigins,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,allelicRequirements,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,beta,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelId,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,biosamplesFromSource,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalPhase,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalSignificances,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalStatus,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,cohortDescription,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,cohortId,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,cohortShortName,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,confidence,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,contrast,21.04.4-post
10551086,europepmc,evidenceFieldNotNullCountByDatasource,datatypeId,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines,21.04.4-post
10551086,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSource,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,21.04.4-post
10551086,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,drugId,21.04.4-post
10551086,europepmc,evidenceFieldNotNullCountByDatasource,literature,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatio,21.04.4-post
0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalLower,21.04.4-post
