variable,field,value,count,datasourceId,runId
evidenceTotalCount,,11071233.0,,all,21.09.5
evidenceCountByDatasource,,7098343.0,,europepmc,21.09.5
evidenceCountByDatasource,,1846.0,,crispr,21.09.5
evidenceCountByDatasource,,34325.0,,uniprot_variants,21.09.5
evidenceCountByDatasource,,23333.0,,genomics_england,21.09.5
evidenceCountByDatasource,,552938.0,,chembl,21.09.5
evidenceCountByDatasource,,72376.0,,slapenrich,21.09.5
evidenceCountByDatasource,,226936.0,,expression_atlas,21.09.5
evidenceCountByDatasource,,3299.0,,intogen,21.09.5
evidenceCountByDatasource,,9919.0,,reactome,21.09.5
evidenceCountByDatasource,,5333.0,,orphanet,21.09.5
evidenceCountByDatasource,,389.0,,sysbio,21.09.5
evidenceCountByDatasource,,1084550.0,,phenodigm,21.09.5
evidenceCountByDatasource,,170738.0,,phewas_catalog,21.09.5
evidenceCountByDatasource,,70853.0,,cancer_gene_census,21.09.5
evidenceCountByDatasource,,378.0,,progeny,21.09.5
evidenceCountByDatasource,,1438.0,,clingen,21.09.5
evidenceCountByDatasource,,1087208.0,,eva,21.09.5
evidenceCountByDatasource,,2921.0,,gene2phenotype,21.09.5
evidenceCountByDatasource,,5362.0,,uniprot_literature,21.09.5
evidenceCountByDatasource,,10415.0,,eva_somatic,21.09.5
evidenceCountByDatasource,,608333.0,,ot_genetics_portal,21.09.5
evidenceFieldNotNullCountByDatasource,targetId,7098343.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,alleleOrigins,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,allelicRequirements,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,beta,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,biologicalModelId,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,biosamplesFromSource,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,clinicalPhase,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,clinicalSignificances,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,clinicalStatus,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,cohortDescription,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,cohortId,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,cohortPhenotypes,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,cohortShortName,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,confidence,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,contrast,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,datatypeId,7098343.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,diseaseCellLines,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,diseaseFromSource,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,7098343.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,drugId,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,literature,7098343.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,oddsRatio,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalLower,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalUpper,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,pValueExponent,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,pValueMantissa,0.0,,europepmc,21.09.5
evidenceFieldNotNullCountByDatasource,pathways_id,0.0,,europepmc,21.09.5
