variable,field,value,count,datasourceId,runId
evidenceTotalCount,,18017370.0,,all,21.09.2
evidenceCountByDatasource,,14044480.0,,europepmc,21.09.2
evidenceCountByDatasource,,1846.0,,crispr,21.09.2
evidenceCountByDatasource,,34325.0,,uniprot_variants,21.09.2
evidenceCountByDatasource,,23333.0,,genomics_england,21.09.2
evidenceCountByDatasource,,552938.0,,chembl,21.09.2
evidenceCountByDatasource,,72376.0,,slapenrich,21.09.2
evidenceCountByDatasource,,226936.0,,expression_atlas,21.09.2
evidenceCountByDatasource,,3299.0,,intogen,21.09.2
evidenceCountByDatasource,,9919.0,,reactome,21.09.2
evidenceCountByDatasource,,5333.0,,orphanet,21.09.2
evidenceCountByDatasource,,389.0,,sysbio,21.09.2
evidenceCountByDatasource,,1084550.0,,phenodigm,21.09.2
evidenceCountByDatasource,,170738.0,,phewas_catalog,21.09.2
evidenceCountByDatasource,,70853.0,,cancer_gene_census,21.09.2
evidenceCountByDatasource,,378.0,,progeny,21.09.2
evidenceCountByDatasource,,1438.0,,clingen,21.09.2
evidenceCountByDatasource,,1087208.0,,eva,21.09.2
evidenceCountByDatasource,,2921.0,,gene2phenotype,21.09.2
evidenceCountByDatasource,,5362.0,,uniprot_literature,21.09.2
evidenceCountByDatasource,,10415.0,,eva_somatic,21.09.2
evidenceCountByDatasource,,608333.0,,ot_genetics_portal,21.09.2
evidenceFieldNotNullCountByDatasource,targetId,14044480.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,alleleOrigins,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,allelicRequirements,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,beta,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,biologicalModelId,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,biosamplesFromSource,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,clinicalPhase,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,clinicalSignificances,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,clinicalStatus,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,cohortDescription,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,cohortId,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,cohortPhenotypes,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,cohortShortName,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,confidence,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,contrast,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,datatypeId,14044480.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseCellLines,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseFromSource,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,14044480.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,drugId,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,literature,14044480.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,oddsRatio,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalLower,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalUpper,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,pValueExponent,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,pValueMantissa,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,pathways_id,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,pathways_name,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,pmcIds,8192953.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,projectId,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,publicationYear,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,reactionId,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,reactionName,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,resourceScore,14044480.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,significantDriverMethods,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,studyCases,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,studyId,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,studyOverview,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,studySampleSize,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,studyStartDate,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,studyStopReason,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,targetFromSource,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,targetFromSourceId,14044480.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,targetInModel,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,targetInModelEnsemblId,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,targetInModelMgiId,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,targetModulation,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_dEnd,14044480.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_dStart,14044480.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_section,14044480.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_tEnd,14044480.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_tStart,14044480.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_text,14044480.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,urls_niceName,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,urls_url,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,variantId,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,variantRsId,0.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseId,14044480.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,id,14044480.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,score,14044480.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,sourceId,14044480.0,,europepmc,21.09.2
evidenceFieldNotNullCountByDatasource,targetId,1846.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,alleleOrigins,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,allelicRequirements,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,beta,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,biologicalModelId,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,biosamplesFromSource,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,clinicalPhase,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,clinicalSignificances,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,clinicalStatus,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,cohortDescription,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,cohortId,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,cohortPhenotypes,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,cohortShortName,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,confidence,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,contrast,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,datatypeId,1846.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseCellLines,1846.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseFromSource,1846.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,1846.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,drugId,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,literature,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,oddsRatio,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalLower,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalUpper,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,pValueExponent,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,pValueMantissa,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,pathways_id,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,pathways_name,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,pmcIds,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,projectId,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,publicationYear,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,reactionId,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,reactionName,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,resourceScore,1846.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,significantDriverMethods,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,studyCases,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,studyId,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,studyOverview,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,studySampleSize,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,studyStartDate,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,studyStopReason,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,targetFromSource,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,targetFromSourceId,1846.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,targetInModel,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,targetInModelEnsemblId,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,targetInModelMgiId,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,targetModulation,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_dEnd,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_dStart,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_section,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_tEnd,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_tStart,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_text,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,urls_niceName,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,urls_url,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,variantId,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,variantRsId,0.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseId,1846.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,id,1846.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,score,1846.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,sourceId,1846.0,,crispr,21.09.2
evidenceFieldNotNullCountByDatasource,targetId,34325.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,alleleOrigins,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,allelicRequirements,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,beta,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,biologicalModelId,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,biosamplesFromSource,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,clinicalPhase,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,clinicalSignificances,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,clinicalStatus,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,cohortDescription,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,cohortId,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,cohortPhenotypes,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,cohortShortName,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,confidence,34325.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,contrast,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,datatypeId,34325.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseCellLines,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseFromSource,34325.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,34325.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,34325.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,drugId,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,literature,34325.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,oddsRatio,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalLower,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalUpper,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,pValueExponent,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,pValueMantissa,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,pathways_id,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,pathways_name,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,pmcIds,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,projectId,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,publicationYear,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,reactionId,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,reactionName,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,resourceScore,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,significantDriverMethods,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,studyCases,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,studyId,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,studyOverview,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,studySampleSize,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,studyStartDate,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,studyStopReason,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,targetFromSource,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,targetFromSourceId,34325.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,targetInModel,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,targetInModelEnsemblId,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,targetInModelMgiId,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,targetModulation,34325.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_dEnd,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_dStart,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_section,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_tEnd,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_tStart,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,textMiningSentences_text,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,urls_niceName,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,urls_url,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,34325.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,variantId,0.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,variantRsId,34325.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,diseaseId,34325.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,id,34325.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,score,34325.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,sourceId,34325.0,,uniprot_variants,21.09.2
evidenceFieldNotNullCountByDatasource,targetId,23333.0,,genomics_england,21.09.2
evidenceFieldNotNullCountByDatasource,alleleOrigins,0.0,,genomics_england,21.09.2
evidenceFieldNotNullCountByDatasource,allelicRequirements,23296.0,,genomics_england,21.09.2
evidenceFieldNotNullCountByDatasource,beta,0.0,,genomics_england,21.09.2
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,0.0,,genomics_england,21.09.2
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,0.0,,genomics_england,21.09.2
evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,0.0,,genomics_england,21.09.2
evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,0.0,,genomics_england,21.09.2
evidenceFieldNotNullCountByDatasource,biologicalModelId,0.0,,genomics_england,21.09.2
evidenceFieldNotNullCountByDatasource,biosamplesFromSource,0.0,,genomics_england,21.09.2
evidenceFieldNotNullCountByDatasource,clinicalPhase,0.0,,genomics_england,21.09.2
evidenceFieldNotNullCountByDatasource,clinicalSignificances,0.0,,genomics_england,21.09.2
