variable,field,value,count,datasourceId,runId
evidenceTotalCount,,4334982.0,,all,21.09.2-pre
evidenceCountByDatasource,,1846.0,,crispr,21.09.2-pre
evidenceCountByDatasource,,35645.0,,uniprot_variants,21.09.2-pre
evidenceCountByDatasource,,47950.0,,genomics_england,21.09.2-pre
evidenceCountByDatasource,,623666.0,,chembl,21.09.2-pre
evidenceCountByDatasource,,74583.0,,slapenrich,21.09.2-pre
evidenceCountByDatasource,,239961.0,,expression_atlas,21.09.2-pre
evidenceCountByDatasource,,3333.0,,intogen,21.09.2-pre
evidenceCountByDatasource,,10239.0,,reactome,21.09.2-pre
evidenceCountByDatasource,,6305.0,,orphanet,21.09.2-pre
evidenceCountByDatasource,,411.0,,sysbio,21.09.2-pre
evidenceCountByDatasource,,1244800.0,,phenodigm,21.09.2-pre
evidenceCountByDatasource,,1347.0,,cancer_biomarkers,21.09.2-pre
evidenceCountByDatasource,,192477.0,,phewas_catalog,21.09.2-pre
evidenceCountByDatasource,,77568.0,,cancer_gene_census,21.09.2-pre
evidenceCountByDatasource,,406.0,,progeny,21.09.2-pre
evidenceCountByDatasource,,1473.0,,clingen,21.09.2-pre
evidenceCountByDatasource,,1115949.0,,eva,21.09.2-pre
evidenceCountByDatasource,,4194.0,,gene2phenotype,21.09.2-pre
evidenceCountByDatasource,,5471.0,,uniprot_literature,21.09.2-pre
evidenceCountByDatasource,,12325.0,,eva_somatic,21.09.2-pre
evidenceCountByDatasource,,635033.0,,ot_genetics_portal,21.09.2-pre
evidenceFieldNotNullCountByDatasource,alleleOrigins,0.0,,crispr,21.09.2-pre
evidenceFieldNotNullCountByDatasource,allelicRequirements,0.0,,crispr,21.09.2-pre
evidenceFieldNotNullCountByDatasource,beta,0.0,,crispr,21.09.2-pre
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,0.0,,crispr,21.09.2-pre
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,0.0,,crispr,21.09.2-pre
evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,0.0,,crispr,21.09.2-pre
