variable,field,value,count,datasourceId,runId
evidenceTotalCount,,,13869878.0,all,21.06.3-pre
evidenceCountByDatasource,,,9920951.0,europepmc,21.06.3-pre
evidenceCountByDatasource,,,1846.0,crispr,21.06.3-pre
evidenceCountByDatasource,,,35282.0,uniprot_variants,21.06.3-pre
evidenceCountByDatasource,,,18019.0,genomics_england,21.06.3-pre
evidenceCountByDatasource,,,595279.0,chembl,21.06.3-pre
evidenceCountByDatasource,,,74632.0,slapenrich,21.06.3-pre
evidenceCountByDatasource,,,239961.0,expression_atlas,21.06.3-pre
evidenceCountByDatasource,,,3333.0,intogen,21.06.3-pre
evidenceCountByDatasource,,,10033.0,reactome,21.06.3-pre
evidenceCountByDatasource,,,6221.0,orphanet,21.06.3-pre
evidenceCountByDatasource,,,411.0,sysbio,21.06.3-pre
evidenceCountByDatasource,,,1171176.0,phenodigm,21.06.3-pre
evidenceCountByDatasource,,,189971.0,phewas_catalog,21.06.3-pre
evidenceCountByDatasource,,,63488.0,cancer_gene_census,21.06.3-pre
evidenceCountByDatasource,,,406.0,progeny,21.06.3-pre
evidenceCountByDatasource,,,1328.0,clingen,21.06.3-pre
evidenceCountByDatasource,,,879798.0,eva,21.06.3-pre
evidenceCountByDatasource,,,3804.0,gene2phenotype,21.06.3-pre
evidenceCountByDatasource,,,5429.0,uniprot_literature,21.06.3-pre
evidenceCountByDatasource,,,13477.0,eva_somatic,21.06.3-pre
evidenceCountByDatasource,,,635033.0,ot_genetics_portal,21.06.3-pre
evidenceFieldNotNullCountByDatasource,alleleOrigins,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,allelicRequirements,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,beta,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,biologicalModelId,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,biosamplesFromSource,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,clinicalPhase,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,clinicalSignificances,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,clinicalStatus,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,cohortDescription,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,cohortId,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,cohortPhenotypes,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,cohortShortName,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,confidence,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,contrast,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,datatypeId,,9920951.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,diseaseCellLines,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,diseaseFromSource,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,,0.0,europepmc,21.06.3-pre
evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,,9920951.0,europepmc,21.06.3-pre
