value,datasourceId,variable,field,runId
13864336.0,all,evidenceTotalCount,,22.04.4
9746463.0,europepmc,evidenceCountByDatasource,,22.04.4
1846.0,crispr,evidenceCountByDatasource,,22.04.4
39419.0,uniprot_variants,evidenceCountByDatasource,,22.04.4
35622.0,genomics_england,evidenceCountByDatasource,,22.04.4
18715.0,gene_burden,evidenceCountByDatasource,,22.04.4
594375.0,chembl,evidenceCountByDatasource,,22.04.4
72369.0,slapenrich,evidenceCountByDatasource,,22.04.4
231165.0,expression_atlas,evidenceCountByDatasource,,22.04.4
3299.0,intogen,evidenceCountByDatasource,,22.04.4
10345.0,reactome,evidenceCountByDatasource,,22.04.4
6001.0,orphanet,evidenceCountByDatasource,,22.04.4
389.0,sysbio,evidenceCountByDatasource,,22.04.4
1299.0,cancer_biomarkers,evidenceCountByDatasource,,22.04.4
74159.0,cancer_gene_census,evidenceCountByDatasource,,22.04.4
378.0,progeny,evidenceCountByDatasource,,22.04.4
1636.0,clingen,evidenceCountByDatasource,,22.04.4
1145558.0,eva,evidenceCountByDatasource,,22.04.4
3594.0,gene2phenotype,evidenceCountByDatasource,,22.04.4
6272.0,uniprot_literature,evidenceCountByDatasource,,22.04.4
11653.0,eva_somatic,evidenceCountByDatasource,,22.04.4
693567.0,ot_genetics_portal,evidenceCountByDatasource,,22.04.4
1166212.0,impc,evidenceCountByDatasource,,22.04.4
9746463.0,europepmc,evidenceFieldNotNullCountByDatasource,targetId,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,alleleOrigins,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,allelicRequirements,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,ancestry,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,ancestryId,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,beta,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelId,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkerName,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_geneExpression_id,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_geneExpression_name,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_variant_functionalConsequenceId,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_variant_id,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_variant_name,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,biosamplesFromSource,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalPhase,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalSignificances,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalStatus,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,cohortDescription,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,cohortId,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,cohortShortName,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,confidence,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,contrast,22.04.4
9746463.0,europepmc,evidenceFieldNotNullCountByDatasource,datatypeId,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines_id,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines_name,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines_tissue,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines_tissueId,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSource,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,22.04.4
9746463.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,drugFromSource,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,drugId,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,drugResponse,22.04.4
9746463.0,europepmc,evidenceFieldNotNullCountByDatasource,literature,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatio,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalLower,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalUpper,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,pValueExponent,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,pValueMantissa,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,pathways_id,22.04.4
0.0,europepmc,evidenceFieldNotNullCountByDatasource,pathways_name,22.04.4
