value,datasourceId,variable,field,runId
17619662,all,evidenceTotalCount,,22.02.1-pre
6461278,europepmc,evidenceCountByDatasource,,22.02.1-pre
1846,crispr,evidenceCountByDatasource,,22.02.1-pre
35756,uniprot_variants,evidenceCountByDatasource,,22.02.1-pre
49664,genomics_england,evidenceCountByDatasource,,22.02.1-pre
632297,chembl,evidenceCountByDatasource,,22.02.1-pre
74583,slapenrich,evidenceCountByDatasource,,22.02.1-pre
239961,expression_atlas,evidenceCountByDatasource,,22.02.1-pre
3333,intogen,evidenceCountByDatasource,,22.02.1-pre
10263,reactome,evidenceCountByDatasource,,22.02.1-pre
6380,orphanet,evidenceCountByDatasource,,22.02.1-pre
411,sysbio,evidenceCountByDatasource,,22.02.1-pre
8034826,phenodigm,evidenceCountByDatasource,,22.02.1-pre
1318,cancer_biomarkers,evidenceCountByDatasource,,22.02.1-pre
192477,phewas_catalog,evidenceCountByDatasource,,22.02.1-pre
82074,cancer_gene_census,evidenceCountByDatasource,,22.02.1-pre
406,progeny,evidenceCountByDatasource,,22.02.1-pre
1595,clingen,evidenceCountByDatasource,,22.02.1-pre
1140083,eva,evidenceCountByDatasource,,22.02.1-pre
4449,gene2phenotype,evidenceCountByDatasource,,22.02.1-pre
5378,uniprot_literature,evidenceCountByDatasource,,22.02.1-pre
13447,eva_somatic,evidenceCountByDatasource,,22.02.1-pre
627837,ot_genetics_portal,evidenceCountByDatasource,,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,alleleOrigins,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,allelicRequirements,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,beta,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biologicalModelId,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkerName,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_geneExpression_id,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_geneExpression_name,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_variant_functionalConsequenceId,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_variant_id,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biomarkers_variant_name,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,biosamplesFromSource,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalPhase,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalSignificances,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,clinicalStatus,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,cohortDescription,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,cohortId,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,cohortShortName,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,confidence,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,contrast,22.02.1-pre
6461278,europepmc,evidenceFieldNotNullCountByDatasource,datatypeId,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines_id,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines_name,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines_tissue,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseCellLines_tissueId,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSource,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,22.02.1-pre
6461278,europepmc,evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,drugFromSource,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,drugId,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,drugResponse,22.02.1-pre
6461278,europepmc,evidenceFieldNotNullCountByDatasource,literature,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatio,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalLower,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalUpper,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,pValueExponent,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,pValueMantissa,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,pathways_id,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,pathways_name,22.02.1-pre
4087051,europepmc,evidenceFieldNotNullCountByDatasource,pmcIds,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,projectId,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,publicationYear,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,reactionId,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,reactionName,22.02.1-pre
6461278,europepmc,evidenceFieldNotNullCountByDatasource,resourceScore,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,significantDriverMethods,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,studyCases,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,studyId,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,studyOverview,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,studySampleSize,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,studyStartDate,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,studyStopReason,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,studyStopReasonCategories,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,targetFromSource,22.02.1-pre
6461278,europepmc,evidenceFieldNotNullCountByDatasource,targetFromSourceId,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,targetInModel,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,targetInModelEnsemblId,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,targetInModelMgiId,22.02.1-pre
0,europepmc,evidenceFieldNotNullCountByDatasource,targetModulation,22.02.1-pre
6461278,europepmc,evidenceFieldNotNullCountByDatasource,textMiningSentences_dEnd,22.02.1-pre
6461278,europepmc,evidenceFieldNotNullCountByDatasource,textMiningSentences_dStart,22.02.1-pre
6461278,europepmc,evidenceFieldNotNullCountByDatasource,textMiningSentences_section,22.02.1-pre
6461278,europepmc,evidenceFieldNotNullCountByDatasource,textMiningSentences_tEnd,22.02.1-pre
